provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00168,0948014139,Joseph,Liu,MD,"Joseph Liu, MD",Pathology,3420 Columbus Ave,,Syracuse,NY,10002,(323) 299-2658,3420 Columbus Ave,,Syracuse,NY,10002,060NY478458,NY,2025-05-01,Unknown,True,35,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-05-27,270624297X
PR_00169,2286852896,Priya,Thomas,DO,"Priya Thomas, DO",Cardiology,9145 Second Ave,,BROOKLYN,NY,14202,310- 560-6163,9145 Second Ave,,Brooklyn,NY,14202,060NY797557,NY,2025-05-24,Unknown,False,24,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-03-21,281659860X
PR_00170,4908240439,Joseph,Wang,DO,"Joseph Wang, DO",Internal Medicine,9016 Central Park West,,Buffalo,NY,11201,(917) 522-1355,9016 Central Park West,,Buffalo,NY,11201,060NY516379,NY,2023-01-01,Unknown,False,36,Yale School of Medicine,Mayo Clinic,2025-07-16,205064880X
PR_00171,7919409617,Elizabeth,Thompson,DO,"Elizabeth Thompson, DO",Orthopedic Surgery,6015 Amsterdam Ave,Suite 407,Bronx,NY,10004,(212) 989-6478,6551 Amsterdam Ave,,Bronx,NY,10002,060NY931420,NY,2025-09-15,No,False,27,Stanford University School of Medicine,Cleveland Clinic,2024-10-03,280839556X
PR_00172,0679981362,Fatima,Smith,DO PhD,"Fatima Smith, DO PhD",Dermatology,8592 Broadway,,Rochester,NY,14201,(347) 603-3425,8592 Broadway,,Rochester,NY,14201,060NY831663,NY,2024-03-28,Yes,False,6,UCSF School of Medicine,Massachusetts General Hospital,2024-11-26,253578549X
PR_00173,3146591165,Thomas,Garcia,DO PhD,"Thomas Garcia, DO PhD",Psychiatry,2137 Madison Ave,Suite 504,Syracuse,NY,14201,(213) 574-6706,2137 Madison Ave,Suite 504,Syracuse,NY,14201,060NY305625,NY,2025-12-09,Yes,False,23,University of Michigan Medical School,Massachusetts General Hospital,2025-03-30,222717056X
PR_00174,5147705388,Patricia,Yang,DO PhD,"Patricia Yang, DO PhD",Family Medicine,7217 Main St,,San Jose,CA,90004,(917) 408-9952,1406 Wilshire Blvd,,Los Angeles,CA,90004,A29356,CA,2024-08-12,Unknown,False,36,UCSF School of Medicine,Mayo Clinic,2024-09-12,293785339X
PR_00175,7016451049,Priya,Johnson,DO PhD,"Priya Johnson, DO PhD",Internal Medicine,8632 Broadway,Suite 305,Buffalo,NY,10003,(626) 595-4787,8632 Broadway,Suite 305,Buffalo,NY,10003,060NY747983,NY,2024-07-09,No,True,21,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-30,226692577X
PR_00176,0460843258,Susan,Robinson,MD,"Susan Robinson, MD",Emergency Medicine,8674 Lexington Avenue,,Rochester,NY,11203,(213) 872-3248,5682 Columbus Ave,,Rochester,NY,11201,060NY347678,NY,2025-10-23,Yes,False,34,University of Michigan Medical School,Cleveland Clinic,2025-02-01,232260681X
PR_00177,2925188126,Sarah,Martinez,DO PhD,"Sarah Martinez, DO PhD",Gastroenterology,9919 Beverly Dr,Suite 768,Santa Ana,CA,94001,929- 349-1483,8870 Hollywood Blvd,,San Francisco,CA,90005,A78656,CA,2023-10-04,No,False,27,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2024-10-11,299098265X
PR_00178,5172897525,Thomas,Martinez,DO,"Thomas Martinez, DO",Family Medicine,3027 Broadway,,Buffalo,NY,14202,(213) 703-8763,3027 Broadway,,Buffalo,NY,14202,060NY343461,NY,2024-04-17,Yes,True,13,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-02-05,202015179X
PR_00179,7366096566,Fatima,Moore,DO PhD,"Fatima Moore, DO PhD",Radiology,3324 Park Ave,,Brooklyn,NY,10003,(424) 960-9784,3324 Park Ave,,Brooklyn,NY,10003,060NY747033,NY,2025-09-30,Unknown,True,34,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-12,205692967X
PR_00180,6447264909,Mohammed,Thomas,DO PhD,"Mohammed Thomas, DO PhD",Pulmonology,644 Ventura Blvd,,Oakland,CA,94001,(818) 729-3330,644 Ventura Blvd,,Oakland,CA,94001,A34884,CA,2024-08-19,No,False,6,Yale School of Medicine,Johns Hopkins Hospital,2025-06-02,278577462X
PR_00181,4521117519,Mohammed,Sharma,DO,"Mohammed Sharma, DO",Gastroenterology,5300 First Ave,,New York,NY,10003,(323) 924-7292,5300 First Ave,,New York,NY,10003,060NY311741,NY,2025-07-20,Unknown,True,25,Yale School of Medicine,UCSF Medical Center,2025-08-11,222935793X
PR_00182,1230940773,Fatima,Perez,DO,"Fatima Perez, DO",Orthopedic Surgery,2370 Madison Ave,,New York,NY,11202,(310) 756-1094,2370 Madison Ave,,New York,NY,11202,060NY567935,NY,2024-08-14,Unknown,False,16,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-01-13,255049584X
PR_00183,1016224997,Elizabeth,Garcia,MD,"Elizabeth Garcia, MD",Radiology,8968 Lexington Ave,Suite 251,ALBANY,NY,10004,(424) 775-3906,5719 Broadway,,Queens,NY,10001,060NY978721,NY,2024-09-03,No,False,3,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2025-03-21,249468550X
PR_00184,8339019815,Mohammed,Harris,MD,"Mohammed Harris, MD",Gastroenterology,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,(310) 941-5705,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,A53150,CA,2025-12-15,No,False,17,Yale School of Medicine,UCLA Medical Center,2025-06-28,282448605X
PR_00185,5583034411,Sarah,Shah,DO PhD,"Sarah Shah, DO PhD",Internal Medicine,2948 Amsterdam Ave,,Bronx,NY,10005,347  507.9301,393 First Ave,,Brooklyn,NY,10004,060NY534773,NY,2025-04-27,Unknown,False,1,Stanford University School of Medicine,UCLA Medical Center,2025-03-12,253156840X
PR_00186,2785760843,Maria,Wang,MD,"Maria Wang, MD",Nephrology,3179 Beverly Dr,,Sacramento,CA,93001,(424) 942-6169,3179 Beverly Dr,,Sacramento,CA,93001,A94626,CA,2023-10-06,Unknown,True,14,University of Michigan Medical School,UCLA Medical Center,2025-03-05,208886963X
PR_00187,5046173571,Robert,Moore,MD,"Robert Moore, MD",Anesthesiology,6148 Columbus Ave,,Albany,NY,10003,(347) 421-9603,6148 Columbus Ave,,Albany,NY,10003,060NY724103,NY,2023-08-28,No,True,8,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-05-22,212429114X
PR_00188,2182307683,Elizabeth,Kumar,MD,"Elizabeth Kumar, MD",Radiology,8193 Sunset Blvd,,San Jose,CA,91001,(718) 204-6095,8193 Sunset Blvd,,San Jose,CA,91001,A78632,CA,2024-09-27,Yes,True,22,UCSF School of Medicine,Massachusetts General Hospital,2025-07-12,269870757X
PR_00189,4224109887,Carlos,Martin,MD,"Carlos Martin, MD",Cardiology,5115 Columbus Ave,Suite 393,Bronx,NY,11201,(718) 411-9888,5115 Columbus Ave,Suite 393,Bronx,NY,11201,060NY434652,NY,2025-06-22,No,False,18,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-11-13,232859865X
PR_00190,0166299795,William,Jones,MD PhD,"William Jones, MD PhD",Oncology,5550 Ventura Blvd,Suite 582,Santa Ana,CA,900**,(929) 519-6444,5550 Ventura Blvd,Suite 582,Santa Ana,CA,90001,A16613,CA,2023-08-05,Yes,True,30,University of Michigan Medical School,Mayo Clinic,2025-07-17,293764425X
PR_00191,5577017156,Elizabeth,Miller,DO PhD,"Elizabeth Miller, DO PhD",Orthopedic Surgery,7626 First Ave,Suite 731,Bronx,NY,10004,(310) 672-3798,7626 First Ave,Suite 731,Bronx,NY,10004,060NY481104,NY,2025-03-13,No,False,39,University of Michigan Medical School,Mayo Clinic,2024-12-16,213815327X
PR_00192,2761539666,Jennifer,Miller,MD PhD,"Jennifer Miller, MD PhD",Ophthalmology,1163 Lexington Ave,,Albany,NY,11203,(424) 550-9921,1163 Lexington Ave,,Albany,NY,11203,060NY751034,NY,2024-05-14,Unknown,True,12,Stanford University School of Medicine,Mount Sinai Hospital,2025-07-06,279478790X
PR_00193,7013290229,Karen,Robinson,MD PhD,"Karen Robinson, MD PhD",Radiology,7295 Madison Ave,Suite 211,Buffalo,NY,11202,310  744.5775,7295 Madison Ave,Suite 211,Buffalo,NY,11202,060NY725376,NY,2025-02-15,No,False,13,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-04-02,276541203X
PR_00194,5800851400,Ana,Martin,DO PhD,"Ana Martin, DO PhD",Internal Medicine,5641 Wilshire Blvd,,Los Angeles,CA,95001,(917) 642-7459,5641 Wilshire Blvd,,Los Angeles,CA,95001,A26718,CA,2024-08-25,Unknown,False,25,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-01-23,273164605X
PR_00195,0276212670,Christopher,Lopez,DO PhD,"Christopher Lopez, DO PhD",Pediatrics,9101 Second Ave,Suite 993,Rochester,NY,11202,(818) 818-7974,9101 Second Ave,Suite 993,Rochester,NY,11202,060NY240800,NY,2023-01-24,Unknown,True,30,Yale School of Medicine,UCSF Medical Center,2024-11-24,260404120X
PR_00196,0975197122,Jennifer,Thompson,DO,"Jennifer Thompson, DO",Pulmonology,9906 Broadway,,Syracuse,NY,10004,(818) 948-9624,9906 Broadway,,Syracuse,NY,10004,060NY672696,NY,2025-01-21,No,False,34,Stanford University School of Medicine,Johns Hopkins Hospital,2025-04-30,263411376X
PR_00197,5442094943,Rajesh,Jones,MD PhD,"Rajesh Jones, MD PhD",Gastroenterology,5629 Ventura Blvd,,Los Angeles,CA,93001,2128448752,5629 Ventura Blvd,,Los Angeles,CA,93001,A85230,CA,2024-11-09,Unknown,True,37,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-18,203663887X
PR_00198,9292752433,Charles,Shah,MD,"Charles Shah, MD",Cardiology,1260 Lexington Ave,,Buffalo,NY,10003,(310) 385-9640,1260 Lexington Ave,,Buffalo,NY,10003,060NY369437,NY,2023-01-30,Yes,False,6,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-23,255424925X
PR_00199,7674783669,Carlos,Harris,DO,"Carlos Harris, DO",Orthopedic Surgery,2741 Hollywood Blvd,,Sacramento,CA,90001,(310) 468-3378,2741 Hollywood Blvd,,Sacramento,CA,90001,A25203,CA,2023-04-18,Unknown,False,1,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2025-02-19,291065843X
PR_00200,4149673935,Mary,Singh,MD,"Mary Singh, MD",Emergency Medicine,8705 Columbus Ave,,Rochester,NY,11202,(323) 545-3947,8705 Columbus Ave,,Rochester,NY,11202,060NY385831,NY,2024-11-17,No,True,1,Stanford University School of Medicine,Massachusetts General Hospital,2025-02-04,213112905X
PR_00201,9269212444,Susan,Miller,DO PhD,"Susan Miller, DO PhD",Pediatrics,4642 Lexington Ave,Suite 194,Bronx,NY,10001,310  876.2240,9735 Columbus Ave,,Bronx,NY,14202,060NY842470,NY,2023-09-03,Unknown,False,18,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-04-24,221738712X
PR_00202,3962712864,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Nephrology,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,(917) 828-2740,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,A67747,CA,2023-05-23,No,False,7,Harvard Medical School,Johns Hopkins Hospital,2025-07-28,276684568X
PR_00203,9087766182,Maria,Taylor,DO PhD,"Maria Taylor, DO PhD",Oncology,8155 Madison Ave,,New York,NY,10001,(917) 203-7298,8155 Madison Ave,,New York,NY,10001,060NY834061,NY,2024-11-06,Unknown,False,8,University of Michigan Medical School,UCLA Medical Center,2025-03-16,291514443X
PR_00204,8063461574,Charles,Sanchez,MD,"Charles Sanchez, MD",Orthopedic Surgery,1486 Beverly Dr,,Sacramento,CA,90002,(718) 847-8175,1486 Beverly Dr,,Sacramento,CA,90002,A48005,CA,2024-02-20,Unknown,True,9,Harvard Medical School,Cleveland Clinic,2025-08-21,296601737X
PR_00205,5050613875,Sarah,Thomas,DO PhD,"Sarah Thomas, DO PhD",Internal Medicine,8857 Columbus Ave,,Buffalo,NY,11203,6267493440,8857 Columbus Ave,,Buffalo,NY,11203,060NY571132,NY,2023-02-03,Unknown,True,5,Harvard Medical School,Mayo Clinic,2024-12-26,287755782X
PR_00206,2911179939,John,Patel,MD,"John Patel, MD",Urology,2139 Broadway,,Queens,NY,10001,(718) 407-7983,2139 Broadway,,Queens,NY,10001,060NY202018,NY,2025-07-23,No,False,21,Stanford University School of Medicine,Mayo Clinic,2025-03-22,228619492X
PR_00207,0219620710,Carlos,Williams,DO,"Carlos Williams, DO",Otolaryngology,1979 Lexington Ave,Suite 478,Queens,NY,11202,(212) 207-3939,1979 Lexington Ave,Suite 478,Queens,NY,11202,060NY559969,NY,2024-05-13,Yes,False,27,UCSF School of Medicine,Mayo Clinic,2025-05-20,219204927X
PR_00208,6083318196,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Pathology,2860 Amsterdam Ave,Suite 611,New York,NY,14202,(929) 979-9842,2860 Amsterdam Ave,Suite 611,New York,NY,14202,060NY192296,NY,2024-09-08,Unknown,True,30,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-08-06,226000523X
PR_00209,9701082201,James,Martinez,DO PhD,"James Martinez, DO PhD",Radiology,2618 Columbus Ave,,New York,NY,10001,310- 727-2901,2618 Columbus Ave,,New York,NY,10001,060NY555786,NY,2024-05-29,Yes,True,29,University of Michigan Medical School,UCLA Medical Center,2025-01-31,226675960X
PR_00210,7970623978,Maria,Lee,DO,"Maria Lee, DO",Pediatrics,5344 Hollywood Blvd,,San Diego,CA,90004,(646) 596-7119,5344 Hollywood Blvd,,San Diego,CA,90004,A59221,CA,2024-03-27,Yes,False,13,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2025-05-22,245082572X
PR_00211,2983168735,Robert,Williams,MD,"Robert Williams, MD",Dermatology,1821 First Ave,Suite 451,Syracuse,NY,11202,(424) 684-8581,1821 First Ave,Suite 451,Syracuse,NY,11202,060NY409499,NY,2023-11-18,No,True,28,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-03-19,258283876X
PR_00212,8671773185,Sarah,Anderson,DO,"Sarah Anderson, DO",Gastroenterology,84 Rodeo Dr,,Los Angeles,CA,90001,(212) 909-7662,84 Rodeo Dr,,Los Angeles,CA,90001,A76088,CA,2023-03-10,Yes,True,23,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2024-10-06,212177508X
PR_00213,5804649891,John,Patel,MD PhD,"John Patel, MD PhD",Oncology,7525 Amsterdam Ave,,New York,NY,11203,917- 901-2326,6642 Madison Ave,,Rochester,NY,11203,060NY101429,NY,2023-05-25,Unknown,False,4,Yale School of Medicine,UCLA Medical Center,2025-08-07,214893677X
PR_00214,3817933550,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Radiology,5990 Beverly Dr,,San Francisco,CA,94001,(347) 715-7929,5990 Beverly Dr,,San Francisco,CA,94001,A36832,CA,2023-10-11,No,True,5,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-14,265260270X
PR_00215,7116241122,Susan,Singh,MD,"Susan Singh, MD",Neurology,8715 Columbus Ave,,Albany,NY,10005,(347) 314-3424,8715 Columbus Ave,,Albany,NY,10005,060NY806013,NY,2023-05-15,No,True,14,Yale School of Medicine,Massachusetts General Hospital,2025-04-05,255906603X
PR_00216,6955798871,Priya,Sharma,DO,"Priya Sharma, DO",Radiology,6884 First Ave,Suite 122,New York,NY,10005,(310) 511-3161,6884 First Ave,Suite 122,New York,NY,10005,060NY343613,NY,2025-11-30,No,True,17,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-02-24,238674340X
PR_00217,3105927451,Carlos,Brown,DO,"Carlos Brown, DO",Orthopedic Surgery,7470 Madison Ave,Suite 279,Queens,NY,14201,6464101568,7470 Madison Ave,Suite 279,Queens,NY,14201,060NY826515,NY,2023-11-11,Unknown,False,23,Johns Hopkins School of Medicine,UCLA Medical Center,2025-01-16,272459667X
PR_00218,8547492971,William,Sharma,MD PhD,"William Sharma, MD PhD",Ophthalmology,409 Second Avenue,,Syracuse,NY,10003,(929) 905-2840,409 Second Ave,,Syracuse,NY,10003,060NY263633,NY,2023-01-09,Unknown,False,3,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-03-29,203328008X
PR_00219,0187186378,Jennifer,Yang,DO,"Jennifer Yang, DO",Neurology,1516 Third Ave,,New York,NY,14202,(929) 817-9381,1516 Third Ave,,New York,NY,14202,060NY332934,NY,2024-07-23,Yes,False,26,Johns Hopkins School of Medicine,UCSF Medical Center,2025-02-25,251823158X
PR_00220,2662991239,Patricia,Smith,MD PhD,"Patricia Smith, MD PhD",Anesthesiology,5048 First Ave,Suite 554,Albany,NY,10002,(347) 686-9606,5048 First Ave,Suite 554,Albany,NY,10002,060NY535798,NY,2025-06-25,No,True,38,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-08-30,254956876X
PR_00221,9478730024,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Anesthesiology,7572 Central Park West,Suite 490,Queens,NY,10004,(347) 507-8742,7572 Central Park West,Suite 490,Queens,NY,10004,060NY614416,NY,2023-03-28,Yes,False,27,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-09-15,286541691X
PR_00222,5890429020,Joseph,Johnson,MD,"Joseph Johnson, MD",Cardiology,8079 Wilshire Blvd,,Sacramento,CA,95001,(929) 672-3219,8079 Wilshire Blvd,,Sacramento,CA,95001,A43804,CA,2025-09-01,No,True,4,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-01-31,285395644X
PR_00223,5189520285,Fatima,Thompson,MD,"Fatima Thompson, MD",Emergency Medicine,8678 Columbus Ave,Suite 743,Brooklyn,NY,14201,(347) 581-8944,1549 Amsterdam Ave,,Queens,NY,14201,060NY431570,NY,2024-09-08,No,False,11,Stanford University School of Medicine,Cleveland Clinic,2025-06-15,267562908X
PR_00224,9852401322,Joseph,Gonzalez,MD,"Joseph Gonzalez, MD",Pulmonology,1252 Fifth Ave,,Queens,NY,10001,(818) 345-4712,1252 Fifth Ave,,Queens,NY,10001,060NY480180,NY,2023-10-12,No,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-01-28,292720040X
PR_00225,1401401193,Carlos,Davis,MD,"Carlos Davis, MD",Nephrology,7935 Second Ave,Suite 912,New York,NY,10004,(917) 801-4277,7935 Second Ave,Suite 912,New York,NY,10004,060NY721990,NY,2023-05-02,Yes,False,2,Stanford University School of Medicine,Mayo Clinic,2025-04-13,277812909X
PR_00226,4280138759,Patricia,Thompson,DO,"Patricia Thompson, DO",Pulmonology,3963 Ventura Blvd,,San Diego,CA,90002,(818) 803-4033,3963 Ventura Blvd,,San Diego,CA,90002,A79315,CA,2024-03-20,No,True,12,NYU Grossman School of Medicine,UCSF Medical Center,2025-01-28,228759369X
PR_00227,0157164796,Susan,Anderson,DO PhD,"Susan Anderson, DO PhD",Ophthalmology,5150 Fifth Ave,,Syracuse,NY,10002,(818) 519-8273,5150 Fifth Ave,,Syracuse,NY,10002,060NY478798,NY,2024-08-13,Yes,False,19,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-07-29,263844258X
PR_00228,6691215350,Priya,White,DO,"Priya White, DO",Dermatology,8056 Columbus Ave,,Brooklyn,NY,11202,(917) 809-7623,8056 Columbus Ave,,Brooklyn,NY,11202,060NY189135,NY,2023-09-02,Yes,True,28,UCSF School of Medicine,NewYork-Presbyterian Hospital,2024-09-02,278103795X
PR_00229,7320101708,Sarah,Moore,DO PhD,"Sarah Moore, DO PhD",Nephrology,9883 Second Ave,Suite 886,Syracuse,NY,14201,(646) 591-6356,9883 Second Ave,Suite 886,Syracuse,NY,14201,060NY228125,NY,2024-05-28,Yes,False,40,University of Michigan Medical School,Johns Hopkins Hospital,2025-07-25,288728736X
PR_00230,6167567701,Carlos,Singh,DO PhD,"Carlos Singh, DO PhD",Internal Medicine,3309 Melrose Ave,,Santa Ana,CA,93001,(212) 381-5965,3309 Melrose Ave,,Santa Ana,CA,93001,A80848,CA,2023-02-06,Unknown,True,32,UCLA David Geffen School of Medicine,Mayo Clinic,2025-03-27,296062740X
PR_00231,0647969542,Jennifer,Shah,MD,"Jennifer Shah, MD",Endocrinology,8038 Columbus Ave,,Albany,NY,14201,(929) 262-1461,8038 Columbus Ave,,Albany,NY,14201,060NY995852,NY,2023-11-17,Unknown,True,9,NYU Grossman School of Medicine,UCLA Medical Center,2024-11-08,203610435X
PR_00232,1141520850,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Otolaryngology,5655 Third Ave,Suite 350,Yonkers,NY,112**,(212) 671-7921,5655 Third Ave,Suite 350,Yonkers,NY,11201,060NY779564,NY,2024-10-01,Unknown,False,18,Harvard Medical School,Mount Sinai Hospital,2024-11-05,202984525X
PR_00233,9456371836,Mary,Harris,DO PhD,"Mary Harris, DO PhD",Orthopedic Surgery,1602 First Ave,,Brooklyn,NY,10004,347- 471-1778,1602 First Ave,,Brooklyn,NY,10004,060NY902059,NY,2024-11-26,No,False,15,University of Michigan Medical School,Johns Hopkins Hospital,2024-11-10,212714930X
PR_00234,6498782086,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Gastroenterology,8701 First Ave,,Yonkers,NY,10004,(646) 790-9178,4946 York Ave,,Buffalo,NY,11202,060NY428574,NY,2024-02-14,Yes,False,18,Yale School of Medicine,UCSF Medical Center,2024-11-17,297524623X
PR_00235,6442493636,Rajesh,Brown,DO,"Rajesh Brown, DO",Neurology,2421 Park Ave,,Queens,NY,10005,(718) 353-4144,2421 Park Ave,,Queens,NY,10005,060NY970542,NY,2023-05-12,Yes,True,20,UCSF School of Medicine,Mount Sinai Hospital,2024-11-20,258536768X
PR_00236,6516231983,Linda,Williams,DO,"Linda Williams, DO",Pediatrics,2236 Broadway,,Buffalo,NY,10005,(718) 734-9605,692 Central Park West,Suite 185,Syracuse,NY,10001,060NY429153,NY,2024-09-02,No,False,6,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-03-26,244196006X
PR_00237,9078515862,Wei,Zhang,DO PhD,"Wei Zhang, DO PhD",Emergency Medicine,3866 Rodeo Dr,Suite 319,San Jose,CA,90003,310- 899-5036,3866 Rodeo Dr,Suite 319,San Jose,CA,90003,A67602,CA,2025-04-16,No,True,24,UCSF School of Medicine,UCLA Medical Center,2025-03-29,202828532X
PR_00238,3760644133,Rajesh,Liu,MD,"Rajesh Liu, MD",Ophthalmology,896 Hollywood Blvd,,Fresno,CA,94001,(347) 415-3625,896 Hollywood Blvd,,Fresno,CA,94001,A57560,CA,2023-09-07,No,False,27,Harvard Medical School,NewYork-Presbyterian Hospital,2025-07-23,265993764X
PR_00239,0027206345,Barbara,Clark,MD PhD,"Barbara Clark, MD PhD",Pulmonology,1645 Sunset Blvd,Suite 530,FRESNO,CA,94001,(929) 789-2347,1645 Sunset Blvd,Suite 530,Fresno,CA,94001,A81791,CA,2024-10-31,Yes,True,16,Yale School of Medicine,Mayo Clinic,2024-11-02,292040260X
PR_00240,5266930089,Linda,Lee,DO PhD,"Linda Lee, DO PhD",Gastroenterology,2188 Lexington Ave,,Queens,NY,14202,(626) 826-4747,2188 Lexington Ave,,Queens,NY,14202,060NY308314,NY,2023-06-22,Yes,False,13,Columbia University Vagelos College of Physicians and Surgeons,Mayo Clinic,2025-08-08,253825994X
PR_00241,3334476265,Karen,Ramirez,MD PhD,"Karen Ramirez, MD PhD",Endocrinology,6029 Madison Ave,,Brooklyn,NY,10001,9178144531,6029 Madison Ave,,Brooklyn,NY,10001,060NY575747,NY,2025-10-09,No,True,27,Johns Hopkins School of Medicine,UCSF Medical Center,2025-06-20,203861862X
PR_00242,6941180056,Charles,Taylor,DO,"Charles Taylor, DO",Oncology,4069 Beverly Dr,Suite 236,Santa Ana,CA,90002,(917) 682-6804,4069 Beverly Dr,Suite 236,Santa Ana,CA,90002,A62108,CA,2024-03-10,Unknown,True,1,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-04-01,252975309X
PR_00243,5862415025,Priya,White,DO,"Priya White, DO",Pediatrics,9168 Main St,Suite 604,San Francisco,CA,90005,(310) 487-6907,9168 Main St,Suite 604,San Francisco,CA,90005,A71352,CA,2023-09-28,No,False,17,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-12,242011533X
PR_00244,2761707582,Linda,Hernandez,MD PhD,"Linda Hernandez, MD PhD",Emergency Medicine,8050 Sunset Blvd,Suite 155,Santa Ana,CA,90001,(310) 668-9077,8050 Sunset Blvd,Suite 155,Santa Ana,CA,90001,A14700,CA,2025-08-21,Yes,True,8,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-05-21,238133464X
PR_00245,6591520174,William,Hernandez,MD PhD,"William Hernandez, MD PhD",Cardiology,9596 Park Ave,,New York,NY,14201,818- 875-8861,1259 Park Ave,,Syracuse,NY,10002,060NY127223,NY,2024-08-05,No,False,39,Harvard Medical School,UCLA Medical Center,2025-08-11,288070016X
PR_00246,9616423619,Karen,Lewis,MD PhD,"Karen Lewis, MD PhD",Ophthalmology,9326 Sunset Blvd,,San Jose,CA,90001,(212) 413-3669,9326 Sunset Blvd,,San Jose,CA,90001,A17279,CA,2023-05-25,No,False,19,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-04-03,265880113X
PR_00247,7499616593,Ana,Ramirez,MD PhD,"Ana Ramirez, MD PhD",Oncology,9888 Sunset Blvd,,Sacramento,CA,90002,(646) 644-7979,9888 Sunset Blvd,,Sacramento,CA,90002,A74175,CA,2025-07-01,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-09-21,230095669X
PR_00248,2438649089,Rajesh,Martinez,DO PhD,"Rajesh Martinez, DO PhD",Dermatology,8597 Fifth Ave,,Buffalo,NY,11203,(718) 246-9411,8597 Fifth Ave,,Buffalo,NY,11203,060NY600811,NY,2024-09-07,Yes,False,27,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-29,296678371X
PR_00249,0164597799,Sarah,Taylor,MD PhD,"Sarah Taylor, MD PhD",Oncology,1340 York Ave,,New York,NY,10002,(347) 549-4066,1340 York Ave,,New York,NY,10002,060NY924366,NY,2024-01-09,Yes,True,6,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-09-23,214271459X
PR_00250,9956412202,Linda,Sharma,MD,"Linda Sharma, MD",Anesthesiology,1912 Broadway,,Queens,NY,11203,(917) 314-1260,1912 Broadway,,Queens,NY,11203,060NY789666,NY,2025-09-23,Unknown,True,2,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2024-10-05,219482265X
PR_00251,0793349607,Rajesh,Thomas,DO PhD,"Rajesh Thomas, DO PhD",Nephrology,8825 Hollywood Blvd,,San Diego,CA,90005,(929) 208-2682,6913 Main St,,San Diego,CA,90003,A68361,CA,2025-09-20,Unknown,False,27,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-08-15,265430674X
PR_00252,1795760246,Jennifer,Shah,DO PhD,"Jennifer Shah, DO PhD",Nephrology,995 York Ave,,New York,NY,11202,(818) 396-8688,995 York Ave,,New York,NY,11202,060NY380859,NY,2025-05-04,No,False,15,Yale School of Medicine,Cleveland Clinic,2024-11-06,291935665X
