license_number,provider_name,first_name,last_name,license_type,profession_code,specialty,status,issue_date,expiration_date,last_renewal_date,address_line1,address_city,address_state,address_zip,phone,disciplinary_actions,board_certified,medical_school,verification_date
060NY174310,"Sarah Patel, MD PhD",Sarah,Patel,Physician,060,Dermatology,Expired,2017-05-16,2023-06-10,2021-11-02,9154 Madison Ave,Brooklyn,NY,11203,929- 223-4670,[],False,NYU Grossman School of Medicine,2025-09-02
060NY349739,"Linda Ramirez, DO",Linda,Ramirez,Physician,060,Pediatrics,Expired,2018-07-26,2024-04-20,2023-02-28,1934 Amsterdam Ave,Rochester,NY,11201,(212) 278-1928,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY839513,"Karen Thomas, MD PhD",Karen,Thomas,Physician,060,Psychiatry,Expired,2022-11-21,2025-01-01,2023-10-30,6518 First Ave,Brooklyn,NY,10002,8187549248,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY137609,"Christopher Rodriguez, DO",Christopher,Rodriguez,Physician,060,Pulmonology,Expired,2021-08-03,2024-04-26,2022-11-02,9060 Park Ave,Brooklyn,NY,11201,(347) 286-1978,[],False,Harvard Medical School,2025-09-02
060NY127254,"Michael Anderson, DO",Michael,Anderson,Physician,060,Emergency Medicine,Expired,2022-04-21,2024-11-19,2024-03-07,7063 York Ave,New York,NY,10005,(323) 597-5709,[],False,University of Michigan Medical School,2025-09-02
060NY924952,"Elizabeth Williams, MD PhD",Elizabeth,Williams,Physician,060,Emergency Medicine,Expired,2017-12-10,2024-07-19,2022-10-12,9120 Park Ave,Yonkers,NY,10001,626- 239-4018,[],False,NYU Grossman School of Medicine,2025-09-02
060NY325306,"Fatima Zhang, MD",Fatima,Zhang,Physician,060,Otolaryngology,Expired,2021-02-19,2025-02-14,2024-01-29,3465 Third Ave,ALBANY,NY,14201,(626) 761-7849,[],True,Harvard Medical School,2025-09-02
060NY342106,"Susan Lewis, MD PhD",Susan,Lewis,Physician,060,Radiology,Expired,2018-09-13,2025-07-22,2025-01-12,9425 Lexington Ave,Bronx,NY,11201,(718) 570-8932,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY846568,"Ahmed Hernandez, MD",Ahmed,Hernandez,Physician,060,Cardiology,Expired,2021-05-12,2024-08-23,2023-08-12,8673 Second Ave,Yonkers,NY,11201,(310) 618-8368,[],False,UCSF School of Medicine,2025-09-02
060NY633376,"Carlos Zhang, MD",Carlos,Zhang,Physician,060,Cardiology,Expired,2018-09-27,2024-07-26,2024-01-12,128 Amsterdam Ave,Rochester,NY,11203,(323) 636-5673,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY402491,"Mohammed Wilson, DO PhD",Mohammed,Wilson,Physician,060,Urology,Expired,2018-05-15,2024-06-15,2023-08-05,9424 Amsterdam Ave,Rochester,NY,10002,(212) 812-1651,"[{""action_type"": ""Warning"", ""action_date"": ""2022-12-15"", ""description"": ""Disciplinary action related to professional conduct""}]",True,UCSF School of Medicine,2025-09-02
060NY137367,"Mary Williams, DO PhD",Mary,Williams,Physician,060,Psychiatry,Expired,2019-06-24,2023-01-17,2021-08-10,8541 Third Ave,BRONX,NY,14201,(646) 951-9138,[],True,Stanford University School of Medicine,2025-09-02
060NY911264,"Mary Thomas, DO PhD",Mary,Thomas,Physician,060,Nephrology,Inactive,2019-02-23,2025-09-17,2025-08-25,7615 Third Ave,Brooklyn,NY,11201,(212) 775-6295,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY274624,"Thomas Brown, MD PhD",Thomas,Brown,Physician,060,Cardiology,Expired,2018-01-23,2024-02-27,2023-06-25,3588 Third Ave,New York,NY,10005,(718) 999-6460,[],True,Yale School of Medicine,2025-09-02
060NY862899,"David Anderson, DO PhD",David,Anderson,Physician,060,Pathology,Expired,2020-05-27,2025-03-17,2024-06-08,7920 Lexington Ave,Albany,NY,14201,(929) 688-2785,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY980436,"William Wilson, DO PhD",William,Wilson,Physician,060,Internal Medicine,Expired,2021-07-22,2024-04-21,2022-05-09,1375 Madison Ave,Yonkers,NY,142**,4246161091,[],True,UCSF School of Medicine,2025-09-02
060NY733882,"White, Karen DO",Karen,White,Physician,060,Nephrology,Expired,2022-03-15,2024-05-29,2022-08-14,8573 Columbus Ave,Bronx,NY,14202,(213) 383-3463,[],True,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY337009,"Sharma, James DO PhD",James,Sharma,Physician,060,Family Medicine,Expired,2021-08-06,2024-12-07,2024-04-30,1002 Amsterdam Ave,Syracuse,NY,14202,(347) 774-9864,[],True,University of Michigan Medical School,2025-09-02
060NY703618,"Christopher Moore, DO",Christopher,Moore,Physician,060,Urology,Expired,2018-04-08,2024-07-21,2024-01-05,1677 Madison Ave,Albany,NY,14202,646- 368-8790,[],False,Harvard Medical School,2025-09-02
060NY597526,"Linda Patel, MD PhD",Linda,Patel,Physician,060,Anesthesiology,Expired,2021-07-20,2024-12-28,2023-01-03,1922 Park Ave,Albany,NY,11202,(213) 773-8235,[],False,Yale School of Medicine,2025-09-02
060NY593679,"Thomas Patel, DO PhD",Thomas,Patel,Physician,060,Nephrology,Expired,2019-01-10,2025-07-19,2025-04-06,4146 Lexington Ave,New York,NY,142**,(818) 953-3898,[],True,Stanford University School of Medicine,2025-09-02
060NY804633,Ahmed Brown MD PhD,Ahmed,Brown,Physician,060,Orthopedic Surgery,Expired,2020-03-24,2024-10-10,2024-06-06,8915 Lexington Ave,Bronx,NY,14202,323- 351-5368,[],True,Harvard Medical School,2025-09-02
060NY695772,"Ahmed Kumar, DO PhD",Ahmed,Kumar,Physician,060,Otolaryngology,Expired,2018-01-31,2023-06-26,2022-10-23,53 Lexington Ave,Buffalo,NY,14201,(626) 220-3774,[],True,UCSF School of Medicine,2025-09-02
060NY336936,"Wei Gonzalez, DO",Wei,Gonzalez,Physician,060,Emergency Medicine,Expired,2018-07-09,2024-01-21,2022-09-04,6215 Central Park West,Buffalo,NY,10003,(424) 572-6715,[],False,Harvard Medical School,2025-09-02
060NY382014,"Sarah Wilson, DO PhD",Sarah,Wilson,Physician,060,Endocrinology,Expired,2019-03-29,2023-07-05,2022-11-16,4730 Park Ave,Rochester,NY,14201,(310) 343-8655,[],False,University of Michigan Medical School,2025-09-02
060NY705540,"MARY PATEL, DO PHD",Mary,Patel,Physician,060,Neurology,Expired,2018-06-16,2025-03-31,2024-04-30,3839 York Ave,Brooklyn,NY,11202,(646) 333-6458,"[{""action_type"": ""Warning"", ""action_date"": ""2025-02-13"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Johns Hopkins School of Medicine,2025-09-02
060NY545217,"Carlos Miller, DO PhD",Carlos,Miller,Physician,060,Ophthalmology,Expired,2022-09-04,2025-03-17,2023-10-22,2188 Second Ave,Rochester,NY,10005,(929) 570-6568,[],True,University of Michigan Medical School,2025-09-02
060NY546390,"Joseph Rodriguez, DO PhD",Joseph,Rodriguez,Physician,060,Anesthesiology,Expired,2017-06-24,2023-11-05,2022-05-17,3461 Lexington Ave,Yonkers,NY,10002,6267292743,[],True,Stanford University School of Medicine,2025-09-02
060NY152505,"Thomas Gonzalez, DO PhD",Thomas,Gonzalez,Physician,060,Emergency Medicine,Expired,2023-01-06,2025-01-26,2024-06-27,7615 Lexington Ave,New York,NY,10002,(213) 217-8319,[],False,University of Michigan Medical School,2025-09-02
060NY552041,"Michael Sharma, DO PhD",Michael,Sharma,Physician,060,Pathology,Expired,2017-12-30,2024-07-16,2024-03-24,1378 York Ave,Brooklyn,NY,10003,(929) 239-3404,"[{""action_type"": ""Warning"", ""action_date"": ""2023-09-18"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Yale School of Medicine,2025-09-02
060NY222080,"Maria Martin, DO PhD",Maria,Martin,Physician,060,Otolaryngology,Expired,2017-05-19,2024-01-28,2024-01-15,3014 Central Park West,Buffalo,NY,10002,(310) 420-8158,[],True,Yale School of Medicine,2025-09-02
060NY584904,"Fatima Lopez, MD PhD",Fatima,Lopez,Physician,060,Cardiology,Expired,2020-09-02,2024-10-13,2022-12-31,6672 Park Ave,NEW YORK,NY,11202,(310) 802-7893,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY699065,"Mary Perez, MD PhD",Mary,Perez,Physician,060,Nephrology,Expired,2019-12-18,2023-06-10,2021-10-08,7281 Madison Ave,Syracuse,NY,11203,(310) 890-8657,[],True,University of Michigan Medical School,2025-09-02
060NY286255,"JAMES LEE, DO PHD",James,Lee,Physician,060,Anesthesiology,Expired,2023-03-25,2025-03-30,2023-05-04,6619 First Ave,Syracuse,NY,10005,2136204094,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY788428,"Wei Williams, MD PhD",Wei,Williams,Physician,060,Dermatology,Expired,2020-11-04,2024-11-26,2023-12-08,8382 Columbus Ave,Syracuse,NY,11202,(917) 975-5259,[],False,NYU Grossman School of Medicine,2025-09-02
060NY163821,"Ana Lopez, DO",Ana,Lopez,Physician,060,Psychiatry,Expired,2021-09-27,2024-03-01,2023-12-20,7473 Madison Ave,New York,NY,14202,(626) 274-4218,[],True,Stanford University School of Medicine,2025-09-02
060NY854955,"Jessica Zhang, DO",Jessica,Zhang,Physician,060,Neurology,Expired,2018-08-08,2025-06-25,2023-11-15,4915 Amsterdam Ave,New York,NY,14202,626- 380-6384,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY301225,"Charles Lee, DO PhD",Charles,Lee,Physician,060,Orthopedic Surgery,Expired,2020-03-14,2025-03-22,2024-07-29,4917 Amsterdam Ave,Bronx,NY,14202,(917) 469-8732,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY944492,"Elizabeth Martin, DO PhD",Elizabeth,Martin,Physician,060,Pulmonology,Expired,2019-02-10,2023-10-14,2023-09-17,6835 Broadway,Yonkers,NY,10001,(213) 591-6336,[],True,University of Michigan Medical School,2025-09-02
060NY840807,"David Thomas, DO",David,Thomas,Physician,060,Psychiatry,Active,2019-06-29,2025-09-24,2025-03-09,7860 Central Park West,Syracuse,NY,10001,323  578.8178,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY673136,"Linda Martinez, DO",Linda,Martinez,Physician,060,Ophthalmology,Expired,2021-04-03,2024-06-17,2023-01-17,9406 Park Ave,Albany,NY,10002,(646) 528-8673,[],False,NYU Grossman School of Medicine,2025-09-02
060NY163214,"Thomas Taylor, MD",Thomas,Taylor,Physician,060,Pathology,Active,2021-05-06,2025-11-15,2024-12-05,6731 Second Ave,Yonkers,NY,11203,(424) 541-2099,[],True,Stanford University School of Medicine,2025-09-02
060NY390313,"Ana Kumar, MD",Ana,Kumar,Physician,060,Pulmonology,Expired,2023-02-05,2025-08-11,2025-07-05,7676 Amsterdam Ave,Bronx,NY,10002,(212) 611-5813,[],False,Harvard Medical School,2025-09-02
060NY471872,"Robert Taylor, DO",Robert,Taylor,Physician,060,Neurology,Expired,2017-01-19,2023-11-09,2023-06-29,5352 York Ave,Syracuse,NY,10004,646- 753-6710,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY229090,"William Ramirez, MD PhD",William,Ramirez,Physician,060,Family Medicine,Expired,2020-10-27,2025-02-07,2024-12-26,3560 Third Ave,New York,NY,10003,(213) 804-3042,[],True,University of Michigan Medical School,2025-09-02
060NY899316,"Ana Harris, DO PhD",Ana,Harris,Physician,060,Pulmonology,Expired,2017-09-07,2023-03-21,2022-02-10,4501 Central Park West,Rochester,NY,10001,(646) 731-3480,"[{""action_type"": ""Probation"", ""action_date"": ""2024-04-04"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Stanford University School of Medicine,2025-09-02
060NY369338,"Li Sharma, DO PhD",Li,Sharma,Physician,060,Radiology,Expired,2017-04-15,2023-09-20,2022-04-07,9884 Columbus Ave,New York,NY,10005,(917) 727-3126,[],True,Stanford University School of Medicine,2025-09-02
060NY379682,"James Thomas, DO",James,Thomas,Physician,060,Radiology,Expired,2021-02-01,2023-09-27,2022-07-18,4934 Third Ave,Syracuse,NY,14202,(212) 346-1558,[],True,NYU Grossman School of Medicine,2025-09-02
060NY186997,"Jessica Rodriguez, MD",Jessica,Rodriguez,Physician,060,Orthopedic Surgery,Active,2023-09-25,2025-10-30,2025-04-16,7495 Fifth Ave,Brooklyn,NY,14201,4249983486,[],True,NYU Grossman School of Medicine,2025-09-02
060NY544612,"William White, DO",William,White,Physician,060,Emergency Medicine,Expired,2021-10-29,2024-02-19,2023-07-26,2714 Columbus Ave,Bronx,NY,100**,(646) 938-5915,[],True,Yale School of Medicine,2025-09-02
060NY946188,"Karen Liu, MD",Karen,Liu,Physician,060,Oncology,Expired,2020-02-18,2024-05-11,2024-02-11,6724 Madison Ave,Queens,NY,11203,(347) 343-7577,[],True,UCSF School of Medicine,2025-09-02
060NY393814,"David Liu, MD PhD",David,Liu,Physician,060,Emergency Medicine,Expired,2018-04-09,2024-07-18,2023-08-25,8103 Central Park West,Yonkers,NY,11202,9177999109,"[{""action_type"": ""Fine"", ""action_date"": ""2023-01-13"", ""description"": ""Disciplinary action related to patient care""}]",False,Stanford University School of Medicine,2025-09-02
060NY469495,"John Perez, MD",John,Perez,Physician,060,Emergency Medicine,Expired,2021-03-16,2024-05-24,2023-11-27,6753 Broadway,Syracuse,NY,10005,(626) 529-7575,[],True,Stanford University School of Medicine,2025-09-02
060NY516029,"Ahmed Jones, DO",Ahmed,Jones,Physician,060,Oncology,Expired,2020-04-28,2023-09-30,2022-10-01,9798 Columbus Ave,Yonkers,NY,10005,917  761.3539,[],False,UCSF School of Medicine,2025-09-02
060NY358888,"MOHAMMED THOMAS, MD PHD",Mohammed,Thomas,Physician,060,Emergency Medicine,Expired,2018-11-14,2023-09-21,2022-07-02,1263 Central Park West,Queens,NY,11201,(917) 676-5409,[],True,University of Michigan Medical School,2025-09-02
060NY166874,"Linda Jones, DO",Linda,Jones,Physician,060,Pediatrics,Expired,2020-04-07,2024-12-26,2023-08-18,7348 York Ave,New York,NY,11201,(917) 877-8407,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY468260,"William Miller, MD PhD",William,Miller,Physician,060,Radiology,Expired,2018-04-25,2023-06-17,2023-01-22,7052 Lexington Ave,Syracuse,NY,10002,(626) 582-2564,[],True,Harvard Medical School,2025-09-02
060NY370726,"William Harris, DO",William,Harris,Physician,060,Otolaryngology,Expired,2020-06-06,2025-05-15,2024-07-22,6586 Broadway,Queens,NY,10003,(917) 997-8998,[],True,Harvard Medical School,2025-09-02
060NY260128,"Carlos Jones, DO",Carlos,Jones,Physician,060,Emergency Medicine,Expired,2022-09-10,2024-11-30,2024-01-24,6077 First Ave,Queens,NY,11203,3232654690,[],True,UCSF School of Medicine,2025-09-02
060NY660226,"Wei Thomas, MD PhD",Wei,Thomas,Physician,060,Urology,Expired,2021-01-26,2023-02-05,2021-11-04,2349 York Ave,Rochester,NY,10001,(212) 776-1957,[],True,Harvard Medical School,2025-09-02
060NY767625,"Wei Patel, DO PhD",Wei,Patel,Physician,060,Nephrology,Expired,2021-08-19,2025-07-20,2024-03-19,6337 First Avenue,Bronx,NY,11203,(347) 364-7030,[],True,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY912203,"Patricia Martin, DO",Patricia,Martin,Physician,060,Internal Medicine,Expired,2020-03-25,2025-04-24,2023-10-31,7705 Fifth Ave,Albany,NY,11203,310  224.4382,[],True,University of Michigan Medical School,2025-09-02
060NY742069,"Sarah Gonzalez, DO",Sarah,Gonzalez,Physician,060,Radiology,Active,2022-10-15,2025-12-22,2024-12-04,7678 Park Ave,Queens,NY,11203,(929) 407-3467,[],False,NYU Grossman School of Medicine,2025-09-02
060NY748322,"Barbara Perez, DO",Barbara,Perez,Physician,060,Orthopedic Surgery,Expired,2022-08-09,2025-04-19,2023-06-06,1663 York Ave,Queens,NY,10003,(212) 338-7241,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY456281,"Wei White, DO PhD",Wei,White,Physician,060,Pathology,Expired,2017-08-09,2023-06-24,2021-10-12,2980 First Ave,New York,NY,11203,(626) 528-5789,[],True,University of Michigan Medical School,2025-09-02
060NY493364,"John Wang, MD",John,Wang,Physician,060,Pathology,Expired,2020-01-15,2024-11-18,2023-04-20,3271 First Avenue,Yonkers,NY,11202,(310) 488-5369,[],False,NYU Grossman School of Medicine,2025-09-02
060NY179074,"Ana Miller, DO",Ana,Miller,Physician,060,Family Medicine,Expired,2020-09-10,2023-01-20,2022-04-03,6118 Fifth Ave,Queens,NY,14202,(718) 257-3272,[],True,Stanford University School of Medicine,2025-09-02
060NY720559,"Ana Anderson, DO",Ana,Anderson,Physician,060,Pulmonology,Expired,2021-04-04,2023-05-06,2022-01-28,1302 Second Ave,Rochester,NY,14201,(424) 393-3031,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY281172,"Li Rodriguez, MD PhD",Li,Rodriguez,Physician,060,Otolaryngology,Expired,2018-08-01,2023-11-06,2022-09-20,2448 Second Ave,Rochester,NY,10001,(917) 222-9148,[],True,Yale School of Medicine,2025-09-02
060NY643962,"Barbara Liu, DO PhD",Barbara,Liu,Physician,060,Neurology,Active,2019-10-25,2025-10-09,2024-01-08,2619 First Ave,New York,NY,11201,(424) 324-3120,[],False,NYU Grossman School of Medicine,2025-09-02
060NY427718,"Barbara Jones, MD",Barbara,Jones,Physician,060,Emergency Medicine,Expired,2020-03-04,2025-09-02,2024-08-14,6833 Park Avenue,Bronx,NY,11201,(818) 807-4883,[],False,UCSF School of Medicine,2025-09-02
060NY398595,"Rajesh Harris, DO",Rajesh,Harris,Physician,060,Otolaryngology,Expired,2018-03-26,2023-11-30,2022-05-14,5147 Fifth Ave,Buffalo,NY,11203,(646) 522-7144,[],True,NYU Grossman School of Medicine,2025-09-02
060NY620803,"Karen Williams, MD PhD",Karen,Williams,Physician,060,Emergency Medicine,Expired,2017-02-06,2023-05-11,2021-06-18,9315 Broadway,Albany,NY,10001,(929) 283-7760,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY350887,"Rajesh Sanchez, DO",Rajesh,Sanchez,Physician,060,Ophthalmology,Expired,2016-07-12,2023-04-26,2021-11-08,1466 Park Ave,Syracuse,NY,10003,(646) 712-6234,[],False,Harvard Medical School,2025-09-02
060NY272154,"Priya Clark, MD",Priya,Clark,Physician,060,Neurology,Expired,2020-03-24,2025-03-24,2023-08-09,9662 Broadway,Bronx,NY,10004,(213) 363-4302,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY871440,"James Jackson, DO PhD",James,Jackson,Physician,060,Neurology,Expired,2019-06-28,2024-09-03,2023-10-01,9886 Columbus Ave,ALBANY,NY,11202,(323) 224-6077,[],True,NYU Grossman School of Medicine,2025-09-02
060NY416722,"Christopher Ramirez, MD PhD",Christopher,Ramirez,Physician,060,Emergency Medicine,Expired,2020-02-24,2023-10-18,2023-04-22,6841 Columbus Ave,New York,NY,10005,(818) 440-8458,"[{""action_type"": ""Malpractice Settlement"", ""action_date"": ""2023-11-08"", ""description"": ""Disciplinary action related to documentation""}]",False,Harvard Medical School,2025-09-02
060NY283524,"Ahmed Martinez, DO",Ahmed,Martinez,Physician,060,Otolaryngology,Expired,2020-06-21,2023-01-28,2022-06-14,6184 Broadway,New York,NY,11203,(917) 440-8339,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY489307,"Li Brown, MD PhD",Li,Brown,Physician,060,Radiology,Expired,2021-01-10,2023-10-26,2022-08-12,9799 Third Ave,Syracuse,NY,11203,(646) 888-9102,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY959162,"William Anderson, MD PhD",William,Anderson,Physician,060,Psychiatry,Expired,2020-01-25,2025-03-15,2025-01-18,5333 Central Park West,Rochester,NY,14201,(323) 310-9113,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY170277,"Jessica Miller, DO",Jessica,Miller,Physician,060,Pulmonology,Expired,2018-07-03,2024-06-03,2023-04-23,510 Lexington Avenue,Brooklyn,NY,10004,(929) 413-5977,"[{""action_type"": ""Malpractice Settlement"", ""action_date"": ""2022-12-09"", ""description"": ""Disciplinary action related to documentation""}]",False,University of Michigan Medical School,2025-09-02
060NY543234,"Michael Shah, MD PhD",Michael,Shah,Physician,060,Nephrology,Expired,2020-05-28,2024-12-19,2024-11-18,4191 Central Park West,Syracuse,NY,11202,(718) 451-2540,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY129607,"Charles Chen, DO PhD",Charles,Chen,Physician,060,Pulmonology,Active,2022-11-12,2025-11-02,2024-12-21,6728 Fifth Ave,New York,NY,10003,347- 799-2927,[],False,UCSF School of Medicine,2025-09-02
060NY816212,"Charles Liu, MD PhD",Charles,Liu,Physician,060,Psychiatry,Active,2019-09-16,2025-10-07,2024-01-25,2537 Fifth Ave,Bronx,NY,11203,(310) 708-7007,[],False,Yale School of Medicine,2025-09-02
060NY796990,"James Clark, DO PhD",James,Clark,Physician,060,Nephrology,Expired,2019-04-02,2025-01-02,2023-12-29,7149 York Ave,Yonkers,NY,10002,(646) 880-4219,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02
060NY509688,"William Zhang, DO PhD",William,Zhang,Physician,060,Orthopedic Surgery,Expired,2018-02-23,2023-01-23,2021-06-28,652 Park Ave,Bronx,NY,10003,(347) 340-6235,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY359069,"Christopher Miller, DO",Christopher,Miller,Physician,060,Pathology,Expired,2018-08-19,2025-04-26,2024-07-09,8871 Fifth Ave,Queens,NY,10003,917- 887-7122,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY165991,"Sarah Chen, DO",Sarah,Chen,Physician,060,Emergency Medicine,Expired,2020-06-25,2024-05-30,2022-07-21,1491 Central Park West,Syracuse,NY,11201,(917) 556-6019,[],False,UCLA David Geffen School of Medicine,2025-09-02
060NY460663,"Ahmed G Ramirez, MD PhD",Ahmed G,Ramirez,Physician,060,Internal Medicine,Expired,2018-08-03,2024-06-25,2023-04-08,3528 Third Ave,Brooklyn,NY,10002,(424) 396-2139,[],True,Stanford University School of Medicine,2025-09-02
060NY821590,"Thomas K Robinson, MD PhD",Thomas K,Robinson,Physician,060,Radiology,Expired,2019-02-26,2024-03-25,2023-10-27,5821 Park Ave,Buffalo,NY,10002,(818) 522-4483,[],False,UCSF School of Medicine,2025-09-02
060NY412942,"Linda B Hernandez, DO PhD",Linda B,Hernandez,Physician,060,Urology,Suspended,2019-07-28,2025-11-05,2023-12-14,4316 York Ave,Queens,NY,142**,310- 219-2832,[],False,Harvard Medical School,2025-09-02
060NY698782,"Williams, Mohammed A MD PhD",Mohammed A,Williams,Physician,060,Psychiatry,Expired,2023-02-17,2025-08-26,2024-07-31,3900 Lexington Ave,Syracuse,NY,10004,(310) 946-1887,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY197793,"Christopher N Gonzalez, DO PhD",Christopher N,Gonzalez,Physician,060,Orthopedic Surgery,Expired,2020-05-25,2024-04-29,2024-02-15,3007 Lexington Ave,Syracuse,NY,10004,2134718454,[],False,UCSF School of Medicine,2025-09-02
060NY176066,"Priya D Lee, DO",Priya D,Lee,Physician,060,Radiology,Expired,2019-11-04,2023-01-20,2021-03-03,2145 Columbus Ave,Buffalo,NY,11203,(929) 270-5002,"[{""action_type"": ""Suspension"", ""action_date"": ""2023-03-15"", ""description"": ""Disciplinary action related to patient care""}]",False,UCSF School of Medicine,2025-09-02
060NY255287,"William Q Lewis, DO PhD",William Q,Lewis,Physician,060,Dermatology,Expired,2018-06-20,2025-05-30,2024-11-17,1833 Fifth Ave,Queens,NY,14201,3236163532,[],True,UCLA David Geffen School of Medicine,2025-09-02
060NY786508,"Jennifer O Lopez, MD PhD",Jennifer O,Lopez,Physician,060,Pulmonology,Expired,2021-01-18,2024-10-21,2024-06-20,7 Lexington Ave,Buffalo,NY,10004,(626) 848-6491,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02
060NY907189,"David T Clark, DO PhD",David T,Clark,Physician,060,Otolaryngology,Expired,2020-01-14,2023-02-10,2021-12-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02
060NY907189,"Dave Clark, DO PhD",Dave,Clark,Physician,060,Otolaryngology,Expired,2019-10-07,2023-02-10,2022-03-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02
060NY756451,"Li Kumar, MD PhD",Li,Kumar,Physician,060,Internal Medicine,Expired,2023-05-06,2025-08-04,2022-12-28,3666 Broadway,Syracuse,NY,13189,(718) 256-2913,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY800779,"Christopher Jones, MD",Christopher,Jones,Physician,060,Neurology,Inactive,2016-10-23,2026-07-19,2025-07-12,786 Fifth Ave,Rochester,NY,10656,(347) 844-2198,[],False,Harvard Medical School,2025-09-02
060NY760117,"Elizabeth Clark, DO",Elizabeth,Clark,Physician,060,Endocrinology,Active,2021-06-23,2027-02-26,2023-05-14,2354 Broadway,Rochester,NY,10137,(310) 651-8253,[],False,Stanford University School of Medicine,2025-09-02
060NY246518,"William Brown, DO PhD",William,Brown,Physician,060,Oncology,Active,2019-01-21,2025-05-26,2024-11-26,5646 Broadway,Syracuse,NY,13884,(213) 248-3637,[],True,Stanford University School of Medicine,2025-09-02
060NY170420,"John Sanchez, MD PhD",John,Sanchez,Physician,060,Neurology,Active,2021-06-13,2025-10-22,2023-02-16,3803 Fifth Ave,Buffalo,NY,11659,(929) 610-2781,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY111158,"Fatima Garcia, DO PhD",Fatima,Garcia,Physician,060,Neurology,Active,2021-10-31,2025-03-29,2025-03-26,9879 Madison Ave,Syracuse,NY,11949,(323) 885-6206,[],True,Stanford University School of Medicine,2025-09-02
060NY494244,"Barbara Sharma, MD PhD",Barbara,Sharma,Physician,060,Cardiology,Active,2021-07-16,2025-11-22,2023-03-01,1218 Columbus Ave,Albany,NY,10402,(818) 372-6292,[],True,Harvard Medical School,2025-09-02
060NY635055,"Li Sanchez, MD PhD",Li,Sanchez,Physician,060,Internal Medicine,Active,2022-08-12,2027-02-02,2024-02-16,4666 Broadway,New York,NY,13263,(310) 747-2774,[],True,Stanford University School of Medicine,2025-09-02
060NY295714,"Maria Shah, DO",Maria,Shah,Physician,060,Pediatrics,Active,2023-07-08,2025-07-29,2025-02-26,8054 Amsterdam Ave,Rochester,NY,14255,(213) 375-9947,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY345224,"Wei Shah, DO PhD",Wei,Shah,Physician,060,Gastroenterology,Expired,2021-01-28,2026-01-12,2025-01-10,8443 Madison Ave,Rochester,NY,11875,(424) 968-8366,[],True,Stanford University School of Medicine,2025-09-02
060NY522346,"Ana Zhang, DO PhD",Ana,Zhang,Physician,060,Cardiology,Active,2018-08-03,2027-05-09,2025-04-30,6598 First Ave,Buffalo,NY,10126,(929) 982-1036,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY289214,"Robert Garcia, DO",Robert,Garcia,Physician,060,Psychiatry,Active,2016-08-13,2026-08-18,2023-11-01,2609 Fifth Ave,Albany,NY,13664,(718) 903-5340,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY176287,"Robert Jones, DO",Robert,Jones,Physician,060,Otolaryngology,Active,2022-02-12,2026-07-04,2023-06-11,7483 Amsterdam Ave,Rochester,NY,11926,(213) 838-9877,[],False,Johns Hopkins School of Medicine,2025-09-02
