npi,entity_type_code,replacement_npi,employer_identification_number,provider_organization_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential_text,provider_other_organization_name,provider_other_organization_name_type_code,provider_other_last_name,provider_other_first_name,provider_other_middle_name,provider_other_name_prefix,provider_other_name_suffix,provider_other_credential_text,provider_other_last_name_type_code,provider_business_mailing_address_line1,provider_business_mailing_address_line2,provider_business_mailing_address_city,provider_business_mailing_address_state,provider_business_mailing_address_zip,provider_business_mailing_address_country_code,provider_business_mailing_address_phone,provider_business_mailing_address_fax,provider_business_practice_location_address_line1,provider_business_practice_location_address_line2,provider_business_practice_location_address_city,provider_business_practice_location_address_state,provider_business_practice_location_address_zip,provider_business_practice_location_address_country_code,provider_business_practice_location_address_phone,provider_business_practice_location_address_fax,provider_enumeration_date,last_update_date,npi_deactivation_reason_code,npi_deactivation_date,npi_reactivation_date,provider_gender_code,authorized_official_last_name,authorized_official_first_name,authorized_official_middle_name,authorized_official_title,authorized_official_phone,healthcare_provider_taxonomy_code_1,provider_license_number_1,provider_license_number_state_code_1,healthcare_provider_primary_taxonomy_switch_1,healthcare_provider_taxonomy_code_2,provider_license_number_2,provider_license_number_state_code_2,healthcare_provider_primary_taxonomy_switch_2,other_provider_identifier_1,other_provider_identifier_type_code_1,other_provider_identifier_state_1,other_provider_identifier_issuer_1,other_provider_identifier_2,other_provider_identifier_type_code_2,other_provider_identifier_state_2,other_provider_identifier_issuer_2,is_sole_proprietor,is_organization_subpart,parent_organization_lbn,parent_organization_tin,npi_certification_date
9717911008,1,,,,Perez,Sarah,,Prof.,,MD PhD,,,,,,,,,,7760 Park Ave,,Rochester,NY,10001,US,,,7760 Park Ave,,Rochester,NY,10001,US,(213) 520-2065,(212) 789-3623,08/11/2017,01/26/2025,,,,M,,,,,,207R00000X,060NY348243,NY,Y,,,,,"{""identifier"": ""060NY348243"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM8014394"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,08/11/2017
9076769912,1,,41-3273032,,Jones,Linda,L,,,MD,,,,,,,,,,9163 Main St,,Fresno,CA,92001,US,929 866 1425,(626) 760-8238,9163 Main St,,Fresno,CA,92001,US,929 866 1425,(626) 760-8238,11/04/2023,06/27/2025,,,,,,,,,,207U00000X,A63884,CA,Y,,,,,"{""identifier"": ""A63884"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,N,N,,,11/04/2023
2002496853,1,,73-2405730,,Jones,Karen,A,,,DO,,,,,,,,,,2065 Ventura Blvd,,Fresno,CA,91001,US,(347) 797-9866,,2065 Ventura Blvd,,Fresno,CA,91001,US,(347) 797-9866,,10/14/2024,06/24/2025,,,,M,,,,,,207P00000X,A68277,CA,Y,,,,,"{""identifier"": ""A68277"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,Y,N,,,10/14/2024
5377959954,1,,,,Singh,John,,,,DO,,,,,,,,,,8309 York Ave,,NEW YORK,NY,11202,US,(424) 506-7859,,8309 York Ave,,NEW YORK,NY,11202,US,(424) 506-7859,,07/03/2020,03/14/2025,,,,F,,,,,,208000000X,060NY771670,NY,Y,207P00000X,,,N,"{""identifier"": ""060NY771670"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB5081724"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,N,N,,,07/03/2020
6205015084,1,,,,Smith,Fatima,A,,,DO,,,,,,,,,,7644 Pico Blvd,,San Jose,CA,90004,US,(718) 345-5760,(323) 406-9141,7644 Pico Blvd,,San Jose,CA,90004,US,(718) 345-5760,(323) 406-9141,03/02/2024,12/31/2024,,,,M,,,,,,207T00000X,A53452,CA,Y,,,,,"{""identifier"": ""A53452"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BF2732776"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,Y,N,,,03/02/2024
4102615347,1,,,,Jackson,Christopher,J,,,DO,,,,,,,,,,4293 Central Park West,,Queens,NY,11201,US,(310) 445-7056,(213) 602-5797,4293 Central Park West,,Queens,NY,11201,US,(310) 445-7056,(213) 602-5797,02/08/2018,08/18/2025,,,,F,,,,,,207X00000X,060NY305507,NY,Y,207L00000X,,,N,,,,,,,,,Y,N,,,02/08/2018
9938425303,1,,,,Martinez,James,,,,DO,,,,,,,,,,3141 Ventura Blvd,,Oakland,CA,91001,US,626  486.3071,(929) 888-7426,3141 Ventura Blvd,,Oakland,CA,91001,US,626  486.3071,(929) 888-7426,01/17/2022,03/10/2025,,,,F,,,,,,207R00000X,A93380,CA,Y,,,,,"{""identifier"": ""A93380"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,,N,,,01/17/2022
7749690331,1,,,,Hernandez,David,,,,DO PhD,,,,,,,,,,8343 Beverly Dr,,Santa Ana,CA,94001,US,(917) 662-4840,(929) 323-1355,8343 Beverly Dr,,Santa Ana,CA,94001,US,(917) 662-4840,(929) 323-1355,10/19/2023,06/10/2025,,,,,,,,,,207RN0300X,A59005,CA,Y,207RG0100X,,,N,"{""identifier"": ""A59005"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,N,N,,,10/19/2023
9567766575,1,,,,White,Fatima,A,,,MD PhD,,,,,,,,,,2201 Fifth Ave,,Buffalo,NY,11203,US,,,2201 Fifth Ave,,Buffalo,NY,11203,US,(929) 479-7264,,08/09/2019,03/16/2025,,,,,,,,,,207RE0101X,060NY143141,NY,Y,,,,,"{""identifier"": ""BA8074975"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,,,,Y,N,,,08/09/2019
4439284049,1,,,,Garcia,Patricia,,,,MD PhD,,,,,,,,,,8402 Ventura Blvd,,San Diego,CA,90005,US,(347) 554-7616,,8402 Ventura Blvd,,San Diego,CA,90005,US,(347) 554-7616,,01/14/2019,05/15/2025,,,,M,,,,,,207P00000X,A98487,CA,Y,,,,,"{""identifier"": ""A98487"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,Y,N,,,01/14/2019
2924075535,1,,,,Wilson,Joseph,J,,,DO PhD,,,,,,,,,,9618 York Ave,,Syracuse,NY,11203,US,213- 635-7608,,9618 York Ave,,Syracuse,NY,11203,US,213- 635-7608,,04/23/2022,12/24/2024,,,,,,,,,,207ZP0000X,060NY994376,NY,Y,,,,,"{""identifier"": ""060NY994376"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,04/23/2022
2182097026,1,,,,Rodriguez,Fatima,M,,,DO,,,,,,,,,,5411 Pico Blvd,Suite 500,OAKLAND,CA,92001,US,(917) 271-7322,(626) 253-8519,5411 Pico Blvd,Suite 500,OAKLAND,CA,92001,US,(917) 271-7322,(626) 253-8519,10/02/2015,06/24/2025,,,,M,,,,,,208000000X,A69183,CA,Y,,,,,"{""identifier"": ""A69183"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,Y,N,,,10/02/2015
2346729942,1,,,,Singh,Patricia,M,,,MD,,,,,,,,,,6732 Second Ave,Suite 528,Queens,NY,10002,US,(424) 407-9232,(718) 934-7466,6732 Second Ave,Suite 528,Queens,NY,10002,US,(424) 407-9232,(718) 934-7466,10/24/2017,08/05/2025,,,,,,,,,,207T00000X,060NY172103,NY,Y,207N00000X,,,N,,,,,,,,,Y,N,,,10/24/2017
4692632961,1,,,,Sanchez,David,L,,,DO,,,,,,,,,,9327 First Ave,,Syracuse,NY,11203,US,(310) 593-4005,,9327 First Ave,,Syracuse,NY,11203,US,(310) 593-4005,,10/19/2016,12/10/2024,,,,F,,,,,,207ZP0000X,060NY401897,NY,Y,,,,,"{""identifier"": ""060NY401897"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA3320595"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,10/19/2016
8567243800,1,,67-7392549,,Sharma,Mohammed,R,Prof.,,MD PhD,,,,,,,,,,1094 Hollywood Blvd,,Santa Ana,CA,92001,US,,,1094 Hollywood Blvd,,Santa Ana,CA,92001,US,(310) 227-2199,,03/03/2024,02/16/2025,,,,,,,,,,207RC0000X,A58330,CA,Y,,,,,,,,,,,,,,N,,,03/03/2024
0912418627,1,,,,Smith,Michael,,,,MD PhD,,,,,,,,,,3970 Central Park West,,Syracuse,NY,10003,US,,,2237 Third Ave,,Syracuse,NY,11203,US,(718) 887-1183,,06/22/2017,10/11/2024,,,,M,,,,,,207RO0300X,060NY392701,NY,Y,,,,,"{""identifier"": ""060NY392701"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA6629899"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,06/22/2017
6335331068,1,,82-4609600,,Williams,Ahmed,L,,,DO,,,,,,,,,,783 Columbus Ave,,Albany,NY,10002,US,(212) 214-6523,(917) 349-5285,783 Columbus Ave,,Albany,NY,10002,US,(212) 214-6523,(917) 349-5285,11/20/2020,04/12/2025,,,,M,,,,,,207R00000X,060NY154961,NY,Y,,,,,"{""identifier"": ""060NY154961"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,11/20/2020
3155206500,1,,,,Kumar,Linda,L,Dr.,,MD,,,,,,,,,,5287 Ventura Blvd,Suite 654,San Jose,CA,95001,US,(213) 417-8516,(323) 951-9348,5287 Ventura Blvd,Suite 654,San Jose,CA,95001,US,(213) 417-8516,(323) 951-9348,04/26/2022,02/14/2025,,,,M,,,,,,207P00000X,A66083,CA,Y,207ZP0000X,,,N,"{""identifier"": ""A66083"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BA1818519"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,04/26/2022
1956252579,1,,,,Wilson,Mohammed,,,,DO PhD,,,,,,,,,,9812 First Ave,,Brooklyn,NY,14201,US,718  543.1289,(626) 870-2688,9812 First Ave,,Brooklyn,NY,14201,US,718  543.1289,(626) 870-2688,01/15/2021,02/17/2025,,,,M,,,,,,207P00000X,060NY696854,NY,Y,207RO0300X,,,N,"{""identifier"": ""BB6539379"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,,,,Y,N,,,01/15/2021
7432630391,1,,,,Smith,Ahmed,,Prof.,,DO,,,,,,,,,,2033 Lexington Avenue,,Bronx,NY,11202,US,(310) 956-6385,(310) 762-5296,2033 Lexington Avenue,,Bronx,NY,11202,US,(310) 956-6385,(310) 762-5296,06/07/2024,02/08/2025,,,,,,,,,,207ZP0000X,060NY162833,NY,Y,207Q00000X,,,N,"{""identifier"": ""060NY162833"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF8505768"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,06/07/2024
9685270173,1,,,,Johnson,Carlos,,,,DO,,,,,,,,,,5428 Beverly Dr,,San Jose,CA,90004,US,(718) 397-1853,(213) 634-9476,5428 Beverly Dr,,San Jose,CA,90004,US,(718) 397-1853,(213) 634-9476,09/14/2017,05/21/2025,,,,F,,,,,,207P00000X,A97163,CA,Y,,,,,"{""identifier"": ""A97163"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BA2790180"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,09/14/2017
4973471567,1,,,,Wilson,Jessica,A,,,DO,,,,,,,,,,6984 Central Park West,Suite 302,Syracuse,NY,10005,US,(213) 371-8712,(212) 936-6256,6984 Central Park West,Suite 302,Syracuse,NY,10005,US,(213) 371-8712,(212) 936-6256,08/06/2017,12/10/2024,,,,,,,,,,207L00000X,060NY285006,NY,Y,,,,,"{""identifier"": ""060NY285006"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM2101808"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,08/06/2017
4689715271,1,,,,Harris,John,M,,,DO PhD,,,,,,,,,,4919 Pico Blvd,,San Francisco,CA,94001,US,917  358.4106,(917) 453-9342,4919 Pico Blvd,,San Francisco,CA,94001,US,917  358.4106,(917) 453-9342,11/09/2020,03/19/2025,,,,,,,,,,207RP1001X,A70771,CA,Y,207ZP0000X,,,N,"{""identifier"": ""A70771"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BF5142525"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,11/09/2020
7506633709,1,,,,White,Jennifer,A,,,DO PhD,,,,,,,,,,9639 Fifth Ave,,YONKERS,NY,10001,US,(929) 846-1462,(310) 819-4408,9639 Fifth Ave,,YONKERS,NY,10001,US,(929) 846-1462,(310) 819-4408,02/07/2025,07/30/2025,,,,F,,,,,,207RE0101X,060NY908735,NY,Y,,,,,"{""identifier"": ""060NY908735"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BF8135725"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,02/07/2025
6264488695,1,,26-9688231,,Thomas,Thomas,J,,,DO,,,,,,,,,,1513 Columbus Ave,,YONKERS,NY,11202,US,(347) 951-7743,(929) 271-7078,1513 Columbus Ave,,YONKERS,NY,11202,US,(347) 951-7743,(929) 271-7078,04/13/2021,01/25/2025,,,,M,,,,,,207T00000X,060NY184251,NY,Y,,,,,"{""identifier"": ""060NY184251"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,04/13/2021
6225223721,1,,,,Wilson,Maria,L,,,DO PhD,,,,,,,,,,106 Sunset Blvd,Suite 892,Santa Ana,CA,90001,US,(323) 312-8383,,106 Sunset Blvd,Suite 892,Santa Ana,CA,90001,US,(323) 312-8383,,05/08/2020,05/28/2025,,,,F,,,,,,207L00000X,A78807,CA,Y,,,,,"{""identifier"": ""BM3098186"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,,,,N,N,,,05/08/2020
3771004090,1,,87-2031438,,Clark,Thomas,,,,DO PhD,,,,,,,,,,1790 Sunset Blvd,Suite 227,San Diego,CA,90005,US,,,1790 Sunset Blvd,Suite 227,San Diego,CA,90005,US,2122994458,(929) 331-8876,03/19/2017,07/05/2025,,,,M,,,,,,207Y00000X,A54846,CA,Y,,,,,"{""identifier"": ""A54846"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,,,,,,N,,,03/19/2017
1076209188,1,,,,Perez,Carlos,,,,DO PhD,,,,,,,,,,5621 Third Ave,,Bronx,NY,11201,US,(347) 916-5072,(626) 695-8324,5621 Third Ave,,Bronx,NY,11201,US,(347) 916-5072,(626) 695-8324,01/05/2024,05/26/2025,,,,F,,,,,,207R00000X,060NY160022,NY,Y,,,,,"{""identifier"": ""060NY160022"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB1869547"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,Y,N,,,01/05/2024
6716493287,1,,87-7335540,,Lee,John,,,,MD,,,,,,,,,,750 Beverly Dr,,Santa Ana,CA,90004,US,(424) 933-9267,,750 Beverly Dr,,Santa Ana,CA,90004,US,(424) 933-9267,,01/21/2019,10/14/2024,,,,F,,,,,,207ZP0000X,A90293,CA,Y,,,,,"{""identifier"": ""A90293"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BM6869794"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,01/21/2019
0256434718,1,,,,Robinson,Li,M,,,DO,,,,,,,,,,1896 Santa Monica Blvd,Suite 871,San Jose,CA,90004,US,(626) 339-9757,,1896 Santa Monica Blvd,Suite 871,San Jose,CA,90004,US,(626) 339-9757,,11/19/2023,06/12/2025,,,,,,,,,,207RG0100X,A21722,CA,Y,207ZP0000X,,,N,,,,,,,,,Y,N,,,11/19/2023
9319525699,1,,,,Perez,David,L,,,DO PhD,,,,,,,,,,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,US,818  201.6092,(818) 491-8835,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,US,818  201.6092,(818) 491-8835,02/03/2019,07/26/2025,,,,M,,,,,,207RC0000X,A24599,CA,Y,208000000X,,,N,"{""identifier"": ""A24599"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BA8694948"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,N,N,,,02/03/2019
9420954819,1,,,,Rodriguez,Fatima,J,,,DO,,,,,,,,,,151 York Ave,Suite 403,Syracuse,NY,112**,US,347 923 8836,(212) 231-9256,151 York Ave,Suite 403,Syracuse,NY,112**,US,347 923 8836,(212) 231-9256,02/05/2025,07/29/2025,,,,F,,,,,,207N00000X,060NY624112,NY,Y,207RC0000X,,,N,"{""identifier"": ""060NY624112"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,02/05/2025
6567566188,1,,42-7449227,,Wilson,Robert,L,,,DO,,,,,,,,,,862 Sunset Blvd,Suite 934,Santa Ana,CA,92001,US,818 489 5626,(718) 814-4062,862 Sunset Blvd,Suite 934,Santa Ana,CA,92001,US,818 489 5626,(718) 814-4062,05/09/2019,05/21/2025,,,,F,,,,,,207W00000X,A30865,CA,Y,,,,,"{""identifier"": ""A30865"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BB7008871"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,N,,,05/09/2019
3059126627,1,,,,Zhang,Carlos,R,Dr.,,MD,,,,,,,,,,4982 Santa Monica Blvd,Suite 812,San Francisco,CA,95001,US,,,4982 Santa Monica Blvd,Suite 812,San Francisco,CA,95001,US,(212) 298-6825,(917) 293-9107,05/30/2022,09/20/2024,,,,,,,,,,207T00000X,A28982,CA,Y,,,,,,,,,,,,,N,N,,,05/30/2022
7647501112,1,,60-1832644,,Sanchez,Robert,L,,,DO,,,,,,,,,,3947 Second Ave,,Syracuse,NY,10005,US,(718) 700-9351,,3947 Second Ave,,Syracuse,NY,10005,US,(718) 700-9351,,09/22/2023,12/21/2024,,,,M,,,,,,208000000X,060NY784507,NY,Y,207U00000X,,,N,"{""identifier"": ""060NY784507"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA1576844"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,N,N,,,09/22/2023
0688871892,1,,,,Miller,Maria,A,,,DO,,,,,,,,,,7106 Lexington Ave,,Queens,NY,10002,US,,,7106 Lexington Ave,,Queens,NY,10002,US,(323) 930-3033,(718) 610-4324,04/26/2019,03/13/2025,,,,F,,,,,,207RO0300X,060NY933853,NY,Y,207Q00000X,,,N,"{""identifier"": ""060NY933853"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,04/26/2019
8458260347,1,,,,Lee,Elizabeth,,,,MD,,,,,,,,,,9423 Park Avenue,,Queens,NY,10002,US,(212) 731-5807,(212) 291-1953,9423 Park Avenue,,Queens,NY,10002,US,(212) 731-5807,(212) 291-1953,04/24/2021,10/31/2024,,,,,,,,,,207RC0000X,060NY136705,NY,Y,,,,,"{""identifier"": ""060NY136705"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,N,N,,,04/24/2021
5429618448,1,,,,Thompson,Susan,J,,,DO,,,,,,,,,,733 Hollywood Blvd,Suite 976,Los Angeles,CA,90004,US,(213) 865-3675,,733 Hollywood Blvd,Suite 976,Los Angeles,CA,90004,US,(213) 865-3675,,06/08/2017,09/01/2025,,,,,,,,,,207Y00000X,A27590,CA,Y,,,,,"{""identifier"": ""BA3910682"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,,,,Y,N,,,06/08/2017
2566093140,1,,,,Wilson,Jessica,R,,,MD,,,,,,,,,,4414 Hollywood Blvd,,Sacramento,CA,950**,US,718- 744-2802,,4414 Hollywood Blvd,,Sacramento,CA,950**,US,718- 744-2802,,01/08/2025,10/19/2024,,,,M,,,,,,207RG0100X,A89291,CA,Y,,,,,"{""identifier"": ""A89291"", ""type_code"": ""05"", ""state"": ""CA"", ""issuer"": ""CA Medical Board""}",05,CA,CA Medical Board,"{""identifier"": ""BF4701474"", ""type_code"": ""01"", ""state"": ""CA"", ""issuer"": ""DEA""}",01,CA,DEA,,N,,,01/08/2025
2849718591,1,,,,Moore,Carlos,,,,DO,,,,,,,,,,3699 Melrose Ave,,Los Angeles,CA,90002,US,,,3699 Melrose Ave,,Los Angeles,CA,90002,US,(347) 764-5440,(718) 557-5965,08/31/2024,06/23/2025,,,,F,,,,,,207RC0000X,A59628,CA,Y,,,,,,,,,,,,,,N,,,08/31/2024
4053967275,1,,,,Sharma,Patricia,,,,DO PhD,,,,,,,,,,2091 Lexington Ave,,New York,NY,14201,US,(929) 679-9228,,2091 Lexington Ave,,New York,NY,14201,US,(929) 679-9228,,03/08/2025,03/08/2025,,,,F,,,,,,207Y00000X,060NY249600,NY,Y,208000000X,,,N,"{""identifier"": ""060NY249600"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,03/08/2025
4870682775,1,,,,Garcia,Li,,,,MD PhD,,,,,,,,,,5124 Fifth Ave,,Brooklyn,NY,10002,US,323 901 9722,,5124 Fifth Ave,,Brooklyn,NY,10002,US,323 901 9722,,01/10/2024,07/16/2025,,,,,,,,,,208000000X,060NY273133,NY,Y,,,,,"{""identifier"": ""060NY273133"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,Y,N,,,01/10/2024
0676251539,1,,,,Sharma,Linda,R,,,MD PhD,,,,,,,,,,8578 Park Ave,,Queens,NY,10002,US,,,8653 Columbus Ave,,New York,NY,14202,US,(323) 984-2931,(213) 328-9696,06/04/2024,02/07/2025,,,,,,,,,,207ZP0000X,060NY239794,NY,Y,,,,,"{""identifier"": ""BA9541064"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,,,,,N,,,06/04/2024
5097545101,1,,,,Wang,Maria,M,,,DO PhD,,,,,,,,,,4995 Columbus Ave,,Albany,NY,10001,US,(929) 939-4050,,4995 Columbus Ave,,Albany,NY,10001,US,(929) 939-4050,,08/09/2024,10/02/2024,,,,,,,,,,207R00000X,060NY989561,NY,Y,,,,,"{""identifier"": ""060NY989561"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,08/09/2024
8417722568,1,,92-1011337,,Singh,David,,,,DO,,,,,,,,,,7986 Broadway,Suite 504,Queens,NY,10005,US,(212) 567-4251,,7986 Broadway,Suite 504,Queens,NY,10005,US,(212) 567-4251,,03/14/2019,09/09/2024,,,,M,,,,,,207X00000X,060NY482201,NY,Y,,,,,"{""identifier"": ""060NY482201"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BM2436553"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,N,N,,,03/14/2019
6862110228,1,,,,Perez,Maria,A,,,MD,,,,,,,,,,3261 First Ave,,Buffalo,NY,10002,US,,,3261 First Ave,,BUFFALO,NY,10002,US,(929) 712-1223,(646) 644-6287,05/26/2024,06/25/2025,,,,F,,,,,,207L00000X,060NY938672,NY,Y,,,,,"{""identifier"": ""060NY938672"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,,,,,,N,,,05/26/2024
1436371890,1,,59-6530801,,Ramirez,John,,,,DO PhD,,,,,,,,,,7962 Fifth Ave,,Yonkers,NY,10004,US,(646) 393-3436,,7962 Fifth Ave,,Yonkers,NY,10004,US,(646) 393-3436,,01/13/2022,08/18/2025,,,,,,,,,,207P00000X,060NY295937,NY,Y,,,,,,,,,,,,,Y,N,,,01/13/2022
5670860415,1,,,,Martinez,Fatima,,,,DO PhD,,,,,,,,,,3271 Fifth Ave,,New York,NY,11202,US,(347) 572-5596,,3271 Fifth Ave,,New York,NY,11202,US,(347) 572-5596,,01/12/2024,11/04/2024,,,,F,,,,,,207P00000X,060NY764073,NY,Y,,,,,,,,,,,,,,N,,,01/12/2024
0825559899,1,,,,Brown,John,,,,MD PhD,,,,,,,,,,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,US,(929) 443-5521,(818) 853-3964,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,US,(929) 443-5521,(818) 853-3964,12/17/2024,10/04/2024,,,,M,,,,,,207RC0000X,060NY419141,NY,Y,,,,,"{""identifier"": ""060NY419141"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BB5393789"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,12/17/2024
8202368484,1,,,,Davis,Karen,,,,MD,,,,,,,,,,3121 Park Ave,Suite 659,Syracuse,NY,10002,US,(929) 574-8347,(212) 265-9309,3121 Park Ave,Suite 659,Syracuse,NY,10002,US,(929) 574-8347,(212) 265-9309,11/28/2016,06/22/2025,,,,,,,,,,207T00000X,060NY416120,NY,Y,207Q00000X,,,N,"{""identifier"": ""060NY416120"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",05,NY,NY Medical Board,"{""identifier"": ""BA3515332"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",01,NY,DEA,,N,,,11/28/2016
